"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","Industry","Exchange","mailingaddress","businessaddress","url"
"GPIC","Gaming Partners International Corporation",8.5,"$67.61M",NA,"Consumer Non-Durables","Recreational Products/Toys","NASDAQ","3945 WEST CHEYENNE AVENUE,SUITE 208,,NORTH LAS VEGAS NV 89032","3945 WEST CHEYENNE AVENUE,SUITE 208,,NORTH LAS VEGAS NV 89032,7023842425","https://www.sec.gov//Archives/edgar/data/918580/000114420418016562/tv488265_10k.htm"
"GPOR","Gulfport Energy Corporation",11.09,"$1.92B",NA,"Energy","Oil & Gas Production","NASDAQ","14313 NORTH MAY AVENUE,SUITE 100,,OKLAHOMA CITY OK 73134","14313 NORTH MAY AVENUE,SUITE 100,,OKLAHOMA CITY OK 73134,4058488807","https://www.sec.gov//Archives/edgar/data/874499/000162828018002041/gpor-12312017x10k.htm"
"GPP","Green Plains Partners LP",15.065,"$479.53M",2015,"Basic Industries","Major Chemicals","NASDAQ","1811 AKSARBEN DRIVE,,OMAHA NE 68106","1811 AKSARBEN DRIVE,,OMAHA NE 68106,(402) 884-8700","https://www.sec.gov//Archives/edgar/data/1635650/000163565018000004/gpp-20171231x10k.htm"
"GPRE","Green Plains, Inc.",17.8,NA,NA,"Basic Industries","Major Chemicals","NASDAQ","1811 AKSARBEN DRIVE,,OMAHA NE 68106","1811 AKSARBEN DRIVE,,OMAHA NE 68106,402-884-8700","https://www.sec.gov//Archives/edgar/data/1309402/000130940218000045/gpre-20171231x10k.htm"
"GPRO","GoPro, Inc.",6.65,"$989.46M",2014,"Miscellaneous","Industrial Machinery/Components","NASDAQ","3000 CLEARVIEW WAY,,SAN MATEO CA 94402","3000 CLEARVIEW WAY,,SAN MATEO CA 94402,650-332-7600","https://www.sec.gov//Archives/edgar/data/1500435/000150043518000010/gpro2017-12x3110xk.htm"
"GRIF","Griffin Industrial Realty, Inc.",36.24,"$182.83M",NA,"Finance","Real Estate","NASDAQ","ONE ROCKEFELLER PLAZA,,NEW YORK NY 10020","ONE ROCKEFELLER PLAZA,,NEW YORK NY 10020,2122187910","https://www.sec.gov//Archives/edgar/data/1037390/000155837018000519/grif-20171130x10k.htm"
"GRMN","Garmin Ltd.",61.97,"$11.7B",2000,"Capital Goods","Industrial Machinery/Components","NASDAQ","MUHLENTALSTRASSE 2,,SCHAFFHAUSEN V8 CH-8200","MUHLENTALSTRASSE 2,,SCHAFFHAUSEN V8 CH-8200,41 52 630 1600","https://www.sec.gov//Archives/edgar/data/1121788/000161577418001344/s109029_10k.htm"
"GROW","U.S. Global Investors, Inc.",1.26,"$19.08M",NA,"Finance","Investment Managers","NASDAQ","7900 CALLAGHAN ROAD,,SAN ANTONIO TX 78229","7900 CALLAGHAN RD,,SAN ANTONIO TX 78229,2103081234","https://www.sec.gov//Archives/edgar/data/754811/000118518518001650/usglobal20180630b_10k.htm"
"GRPN","Groupon, Inc.",3.22,"$1.83B",2011,"Technology","Advertising","NASDAQ","600 WEST CHICAGO AVENUE, SUITE 400,,CHICAGO IL 60654","600 WEST CHICAGO AVENUE, SUITE 400,,CHICAGO IL 60654,(312) 334-1579","https://www.sec.gov//Archives/edgar/data/1490281/000149028118000018/groupon201710-k.htm"
"GSIT","GSI Technology, Inc.",6.15,"$133.88M",2007,"Technology","Semiconductors","NASDAQ","1213 ELKO DRIVE,,SUNNYVALE CA 94089","1213 ELKO DRIVE,,SUNNYVALE CA 94089,483319802","https://www.sec.gov//Archives/edgar/data/1126741/000155837018005106/gsit-20180331x10k.htm"
"GSVC","GSV Capital Corp",7.04,"$144.46M",2011,NA,NA,"NASDAQ","2925 WOODSIDE ROAD,,WOODSIDE CA 94062","2925 WOODSIDE ROAD,,WOODSIDE CA 94062,(650) 235-4777","https://www.sec.gov//Archives/edgar/data/1509470/000114420418015279/tv488445-10k.htm"
"GT","The Goodyear Tire & Rubber Company",20.27,"$4.8B",NA,"Consumer Durables","Automotive Aftermarket","NASDAQ","1144 E MARKET ST,,AKRON OH 44316","1144 E MARKET ST,,AKRON OH 44316,2167962121","https://www.sec.gov//Archives/edgar/data/42582/000095012318001052/gt-q4201710k.htm"
"GTHX","G1 Therapeutics, Inc.",46.81,"$1.56B",2017,"Health Care","Major Pharmaceuticals","NASDAQ","P. O. BOX # 110341,,RESEARCH TRIANGLE PARK NC 27709","79 T.W. ALEXANDER DRIVE,4501 RESEARCH COMMONS, SUITE 100,,RESEARCH TRIANGLE PARK NC 27709,919-213-9835","https://www.sec.gov//Archives/edgar/data/1560241/000156459018002706/gthx-10k_20171231.htm"
"GTLS","Chart Industries, Inc.",69.78,"$2.18B",2006,"Capital Goods","Metal Fabrications","NASDAQ","3055 TORRINGTON DRIVE,,BALL GROUND GA 30107","3055 TORRINGTON DRIVE,,BALL GROUND GA 30107,770-721-8800","https://www.sec.gov//Archives/edgar/data/892553/000089255318000039/gtls-20171231x10xk.htm"
"GTXI","GTx, Inc.",1.79,"$43.04M",2004,"Health Care","Major Pharmaceuticals","NASDAQ","175 TOYOTA PLAZA,7TH FLOOR,,MEMPHIS TN 38103","175 TOYOTA PLAZA,7TH FLOOR,,MEMPHIS TN 38103,901-523-9700","https://www.sec.gov//Archives/edgar/data/1260990/000104746918001564/a2234404z10-k.htm"
"GTYH","GTY Technology Holdings, Inc.",10.18,"$156.07M",2016,"Finance","Business Services","NASDAQ","1180 NORTH TOWN CENTER DRIVE,,SUITE 100,,LAS VEGAS NV 89144","1180 NORTH TOWN CENTER DRIVE,,SUITE 100,,LAS VEGAS NV 89144,(702) 945-2700","https://www.sec.gov//Archives/edgar/data/1682325/000114420418015305/tv487882_10k.htm"
"GWRS","Global Water Resources, Inc.",10.66,"$228.88M",2016,"Public Utilities","Water Supply","NASDAQ","21410 N. 19TH AVENUE,SUITE 220,,PHOENIX AZ 85027","21410 N. 19TH AVENUE,SUITE 220,,PHOENIX AZ 85027,480-999-3461","https://www.sec.gov//Archives/edgar/data/1434728/000143472818000040/gwrs1231201710k.htm"
"GYRO","Gyrodyne , LLC",20.11,"$29.82M",NA,"Consumer Services","Building operators","NASDAQ","1 FLOWERFIELD, SUITE 24,,ST. JAMES NY 11780","1 FLOWERFIELD, SUITE 24,,ST. JAMES NY 11780,631-584-5400","https://www.sec.gov//Archives/edgar/data/1589061/000143774918005759/gyrllc20171231_10k.htm"
"HA","Hawaiian Holdings, Inc.",34.23,"$1.74B",NA,"Transportation","Air Freight/Delivery Services","NASDAQ","3375 KOAPAKA STREET,SUITE G-350,,HONOLULU HI 96819","3375 KOAPAKA STREET,SUITE G-350,,HONOLULU HI 96819,8088353700","https://www.sec.gov//Archives/edgar/data/1172222/000117222218000017/ha-12312017x10k.htm"
"HABT","The Habit Restaurants, Inc.",14.91,"$388.39M",2014,"Consumer Services","Restaurants","NASDAQ","17320 REDHILL AVENUE,SUITE 140,,IRVINE CA 92614","17320 REDHILL AVENUE,SUITE 140,,IRVINE CA 92614,949-851-8881","https://www.sec.gov//Archives/edgar/data/1617977/000156459018004037/habt-10k_20171226.htm"
"HAFC","Hanmi Financial Corporation",21.98,"$714.64M",NA,"Finance","Major Banks","NASDAQ","","3660 WILSHIRE BLVD SUITE PH-A,,LOS ANGELES CA 90010,2133822200","https://www.sec.gov//Archives/edgar/data/1109242/000162828018002628/hafc201710-kmain.htm"
"HAIN","The Hain Celestial Group, Inc.",25.25,"$2.62B",NA,"Consumer Non-Durables","Packaged Foods","NASDAQ","1111 MARCUS AVENUE,,LAKE SUCCESS NY 11042","1111 MARCUS AVENUE,,LAKE SUCCESS NY 11042,5165875000","https://www.sec.gov//Archives/edgar/data/910406/000091040618000061/hain-06302018x10k.htm"
"HAIR","Restoration Robotics, Inc.",1.93,"$56.29M",2017,"Health Care","Medical/Dental Instruments","NASDAQ","128 BAYTECH DRIVE,,SAN JOSE CA 95134","128 BAYTECH DRIVE,,SAN JOSE CA 95134,408-883-6888","https://www.sec.gov//Archives/edgar/data/1409269/000156459018004378/hair-10k_20171231.htm"
"HALL","Hallmark Financial Services, Inc.",10.91,"$197.02M",NA,"Finance","Property-Casualty Insurers","NASDAQ","777 MAIN STREET,STE 1000,,FORT WORTH TX 76102","777 MAIN STREET, SUITE 1000,,FORT WORTH TX 76102,8173481600","https://www.sec.gov//Archives/edgar/data/819913/000114420418014644/tv485048_10k.htm"
"HALO","Halozyme Therapeutics, Inc.",16.36,"$2.36B",NA,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ","11388 SORRENTO VALLEY ROAD,,SAN DIEGO CA 92121-1345","11388 SORRENTO VALLEY ROAD,,SAN DIEGO CA 92121-1345,(858) 794-8889","https://www.sec.gov//Archives/edgar/data/1159036/000115903618000011/halo2017-10k.htm"
"HAYN","Haynes International, Inc.",30.43,"$380.65M",2007,"Capital Goods","Steel/Iron Ore","NASDAQ","1020 WEST PARK AVE,,KOKOMO IN 46904-9013","1020 WEST PARK AVE,PO BOX 9013,,KOKOMO IN 46904,3174566005","https://www.sec.gov//Archives/edgar/data/858655/000155837017008990/hayn-20170930x10k.htm"
"HBAN","Huntington Bancshares Incorporated",14.2,"$15.68B",NA,"Finance","Major Banks","NASDAQ","HUNTINGTON CENTER,41 S HIGH ST HC0917,,COLUMBUS OH 43287","HUNTINGTON CTR,41 S HIGH ST HC0917,,COLUMBUS OH 43287,6144803594","https://www.sec.gov//Archives/edgar/data/49196/000004919618000008/hban2017-12x31x10k.htm"
"HBCP","Home Bancorp, Inc.",40.98,"$387.69M",NA,"Finance","Banks","NASDAQ","503 KALISTE SALOOM ROAD,,LAFAYETTE LA 70598","503 KALISTE SALOOM ROAD,,LAFAYETTE LA 70598,(337) 237-1960","https://www.sec.gov//Archives/edgar/data/1436425/000119312518082221/d528421d10k.htm"
"HBIO","Harvard Bioscience, Inc.",4.29,"$156.93M",2000,"Capital Goods","Biotechnology: Laboratory Analytical Instruments","NASDAQ","84 OCTOBER HILL ROAD,,HOLLISTON MA 01746","84 OCTOBER HILL RD,,HOLLISTON MA 01746,5088938999","https://www.sec.gov//Archives/edgar/data/1123494/000117184318002041/f10k_031618.htm"
"HBK","Hamilton Bancorp, Inc.",14.3915,"$49.17M",2012,"Finance","Savings Institutions","NASDAQ","501 FAIRMOUNT AVE, SUITE 200,,TOWSON MD 21286","501 FAIRMOUNT AVE, SUITE 200,,TOWSON MD 21286,410-823-4510","https://www.sec.gov//Archives/edgar/data/1551739/000143774918012711/hbk20180331_10k.htm"
"HBMD","Howard Bancorp, Inc.",14.87,"$282.9M",NA,"Finance","Major Banks","NASDAQ","6011 University Boulevard,Suite 370,,Ellicott City MD 21043","6011 University Boulevard,Suite 370,,Ellicott City MD 21043,410-750-0020","https://www.sec.gov//Archives/edgar/data/1390162/000114420418014840/tv487877_10k.htm"
"HBNC","Horizon Bancorp, Inc.",17.94,"$688.23M",NA,"Finance","Major Banks","NASDAQ","515 FRANKLIN STREET,,MICHIGAN CITY IN 46360","515 FRANKLIN STREET,,MICHIGAN CITY IN 46360,2198790211","https://www.sec.gov//Archives/edgar/data/706129/000119312518063446/d524724d10k.htm"
"HBP","Huttig Building Products, Inc.",3.56,"$92.81M",NA,"Consumer Services","RETAIL: Building Materials","NASDAQ","PO BOX 1041,,CHESTERFIELD MO 63006-1041","555 MARYVILLE UNIVERSITY DRIVE,SUITE 240,,ST LOUIS MO 63141,314-216-2600","https://www.sec.gov//Archives/edgar/data/1093082/000156459018004735/hbp-10k_20171231.htm"
"HCAP","Harvest Capital Credit Corporation",11.1,"$71.01M",NA,NA,NA,"NASDAQ","767 THIRD AVENUE,25TH FLOOR,,New York NY 10017","767 THIRD AVENUE,25TH FLOOR,,New York NY 10017,212-906-3500","https://www.sec.gov//Archives/edgar/data/1559909/000155990918000006/hcap10kfy17.htm"
"HCCI","Heritage-Crystal Clean, Inc.",22.19,"$511.48M",2008,"Basic Industries","Miscellaneous","NASDAQ","2175 POINT BOULEVARD,SUITE 375,,ELGIN IL 60123","2175 POINT BOULEVARD,SUITE 375,,ELGIN IL 60123,847-836-5670","https://www.sec.gov//Archives/edgar/data/1403431/000140343118000018/a201710-k.htm"
"HCKT","The Hackett Group, Inc.",19.86,"$585.11M",NA,"Consumer Services","Professional Services","NASDAQ","1001 BRICKELL BAY DRIVE,SUITE 3000,,MIAMI FL 33131","1001 BRICKELL BAY DRIVE,SUITE 3000,,MIAMI FL 33131,3053758005","https://www.sec.gov//Archives/edgar/data/1057379/000156459018005161/hckt-10k_20171229.htm"
"HDP","Hortonworks, Inc.",17.89,"$1.49B",2014,"Technology","Computer Software: Prepackaged Software","NASDAQ","5470 GREAT AMERICA PARKWAY,,SANTA CLARA CA 95054","5470 GREAT AMERICA PARKWAY,,SANTA CLARA CA 95054,408-916-4121","https://www.sec.gov//Archives/edgar/data/1610532/000119312518084131/d506884d10k.htm"
"HDS","HD Supply Holdings, Inc.",38.12,"$7.01B",2013,"Consumer Services","Office Equipment/Supplies/Services","NASDAQ","3400 CUMBERLAND BOULEVARD,,ATLANTA GA 30339","3400 CUMBERLAND BOULEVARD,,ATLANTA GA 30339,770-852-9000","https://www.sec.gov//Archives/edgar/data/1465264/000104746918001552/a2234805z10-k.htm"
"HDSN","Hudson Technologies, Inc.",0.8363,"$35.46M",NA,"Consumer Durables","Industrial Specialties","NASDAQ","PO BOX 1541,ONE BLUE HILL PLAZA, 14TH FLOOR,,PEARL RIVER NY 10965","PO BOX 1541,ONE BLUE HILL PLAZA, 14TH FLOOR,,PEARL RIVER NY 10965,8457356000","https://www.sec.gov//Archives/edgar/data/925528/000114420418015276/tv488247_10k.htm"
"HEAR","Turtle Beach Corporation",21.21,"$292.61M",NA,"Consumer Durables","Telecommunications Equipment","NASDAQ","11011 VIA FRONTERA,SUITE A,,SAN DIEGO CA 92127","11011 VIA FRONTERA,SUITE A,,SAN DIEGO CA 92127,888-496-8001","https://www.sec.gov//Archives/edgar/data/1493761/000149376118000011/hear-20171231x10xk.htm"
"HEES","H&E Equipment Services, Inc.",25.35,"$904.62M",2006,NA,NA,"NASDAQ","7500 PECUE LANE,,BATON ROUGE LA 70809","7500 PECUE LANE,,BATON ROUGE LA 70809,(225) 298-5200","https://www.sec.gov//Archives/edgar/data/1339605/000156459018002870/hees-10k_20171231.htm"
"HELE","Helen of Troy Limited",120.51,"$3.18B",NA,"Consumer Durables","Home Furnishings","NASDAQ","ONE HELEN OF TROY PLAZA,,EL PASO TX 79912","CLARENDON HOUSE,2 CHURCH STREET,,HAMILTON D0 HM 11,915-225-8000","https://www.sec.gov//Archives/edgar/data/916789/000155837018003549/hele-20180228x10k.htm"
"HFBC","HopFed Bancorp, Inc.",16.75,"$111.38M",NA,"Finance","Major Banks","NASDAQ","4155 LAFAYETTE ROAD,,HOPKINSVILLE KY 42440","4155 LAFAYETTE ROAD,,HOPKINSVILLE KY 42440,270-885-1171","https://www.sec.gov//Archives/edgar/data/1041550/000119312518083696/d464046d10k.htm"
"HFBL","Home Federal Bancorp, Inc. of Louisiana",32.51,"$61.58M",NA,"Finance","Savings Institutions","NASDAQ","624 MARKET STREET,,SHREVEPORT LA 71101","624 MARKET STREET,,SHREVEPORT LA 71101,(318) 222-1145","https://www.sec.gov//Archives/edgar/data/1302901/000095012310083891/g24561e10vk.htm"
"HFFG","HF Foods Group Inc.",14.5,"$29.04M",2017,"Consumer Non-Durables","Food Distributors","NASDAQ","1250 BROADWAY, 36TH FLOOR,,NEW YORK NY 10001","1250 BROADWAY, 36TH FLOOR,,NEW YORK NY 10001,646-912-8918","https://www.sec.gov//Archives/edgar/data/1680873/000161577418002196/s109208_10k.htm"
"HFWA","Heritage Financial Corporation",32.11,"$1.18B",NA,"Finance","Banks","NASDAQ","205 5TH AVE SW,P O BOX 1578,,OLYMPIA WA 98501","201 FIFTH AVENUE S.W.,P O BOX 1578,,OLYMPIA WA 98501,3609431500","https://www.sec.gov//Archives/edgar/data/1046025/000104602518000014/hfwa-2017123110k.htm"
"HGSH","China HGS Real Estate, Inc.",1.32,"$59.47M",NA,"Finance","Real Estate","NASDAQ","6 XINGHAN ROAD, 19TH FLOOR, HANZHONG,,SHAANXI F4 723000","6 XINGHAN ROAD, 19TH FLOOR, HANZHONG,,SHAANXI F4 723000,8609162622612","https://www.sec.gov//Archives/edgar/data/1158420/000114420418000327/tv481563_10k.htm"
"HIIQ","Health Insurance Innovations, Inc.",47.51,"$797.39M",2013,"Finance","Specialty Insurers","NASDAQ","15438 N. FLORIDA AVENUE,SUITE 201,,TAMPA FL 33613","15438 N. FLORIDA AVENUE,SUITE 201,,TAMPA FL 33613,813-397-1187","https://www.sec.gov//Archives/edgar/data/1561387/000162828018002644/hiiq-2017x12x31x10k.htm"
"HLIT","Harmonic Inc.",5.31,"$456.83M",1995,"Technology","Radio And Television Broadcasting And Communications Equipment","NASDAQ","4300 NORTH FIRST STREET,,SAN JOSE CA 95134","4300 NORTH FIRST STREET,,SAN JOSE CA 95134,4084906242","https://www.sec.gov//Archives/edgar/data/851310/000085131018000017/hlit-20171231x10k.htm"
"HLNE","Hamilton Lane Incorporated",39.04,"$1.96B",2017,"Finance","Investment Managers","NASDAQ","ONE PRESIDENTIAL BOULEVARD,4TH FLOOR,,BALA CYNWYD PA 19004","ONE PRESIDENTIAL BOULEVARD,4TH FLOOR,,BALA CYNWYD PA 19004,(610) 934-2222","https://www.sec.gov//Archives/edgar/data/1433642/000143364218000038/hlne3311810k.htm"
"HMHC","Houghton Mifflin Harcourt Company",6.83,"$843.87M",2013,"Consumer Services","Books","NASDAQ","125 HIGH STREET,,BOSTON MA 02110","125 HIGH STREET,,BOSTON MA 02110,617-351-5000","https://www.sec.gov//Archives/edgar/data/1580156/000119312518053025/d523565d10k.htm"
"HMNF","HMN Financial, Inc.",20.8,"$95.88M",NA,"Finance","Savings Institutions","NASDAQ","1016 CIVIC CENTER DRIVE NW,,ROCHESTER MN 55901","1016 CIVIC CENTER DRIVE NORTHWEST,,ROCHESTER MN 55901,5075351200","https://www.sec.gov//Archives/edgar/data/921183/000143774918004302/hmnf20171231_10k.htm"
"HMSY","HMS Holdings Corp",30.47,"$2.54B",1992,"Miscellaneous","Business Services","NASDAQ","5615 HIGH POINT DRIVE,,IRVING TX 75038","5615 HIGH POINT DRIVE,,IRVING TX 75038,214-453-3000","https://www.sec.gov//Archives/edgar/data/1196501/000117184318001503/f10k_022318p.htm"
"HMTV","Hemisphere Media Group, Inc.",13.73,"$540.46M",NA,"Consumer Services","Television Services","NASDAQ","4000 PONCE DE LEON BLVD., SUITE 650,,CORAL GABLES FL 33146","4000 PONCE DE LEON BLVD., SUITE 650,,CORAL GABLES FL 33146,305-421-6364","https://www.sec.gov//Archives/edgar/data/1567345/000104746918001694/a2234725z10-k.htm"
"HNNA","Hennessy Advisors, Inc.",13.7,"$106.98M",NA,"Finance","Investment Managers","NASDAQ","7250 REDWOOD BLVD.,SUITE 200,,NOVATO CA 94945","7250 REDWOOD BLVD.,SUITE 200,,NOVATO CA 94945,415-899-1555","https://www.sec.gov//Archives/edgar/data/1145255/000119312517360245/d442534d10k.htm"
"HNRG","Hallador Energy Company",6.08,"$183.48M",NA,"Energy","Coal Mining","NASDAQ","1660 LINCOLN STREET,SUITE 2700,,DENVER CO 80264","1660 LINCOLN ST STE 2700,,DENVER CO 80264,3038395505","https://www.sec.gov//Archives/edgar/data/788965/000114420418014211/tv487745_10k.htm"
"HOFT","Hooker Furniture Corporation",30.1,"$354.46M",NA,"Consumer Durables","Home Furnishings","NASDAQ","440 E COMMONWEALTH BLVD,POB 4708,,MARTINSVILLE VA 24115","440 E COMMONWEALTH BLVD,POB 4708,,MARTINSVILLE VA 24115,2766322133","https://www.sec.gov//Archives/edgar/data/1077688/000118518518000692/hookerfurniture10k012818.htm"
"HOLX","Hologic, Inc.",40.83,"$11.11B",1990,"Health Care","Medical Electronics","NASDAQ","250 CAMPUS DRIVE,,MARLBOROUGH MA 01752","250 CAMPUS DRIVE,,MARLBOROUGH MA 01752,5082632900","https://www.sec.gov//Archives/edgar/data/859737/000085973717000023/holx_q4-2017.htm"
"HOMB","Home BancShares, Inc.",19.32,"$3.36B",2006,"Finance","Major Banks","NASDAQ","719 HARKRIDER,,CONWAY AR 72032","719 HARKRIDER,,CONWAY AR 72032,501-339-2929","https://www.sec.gov//Archives/edgar/data/1331520/000119312518059851/d523621d10k.htm"
"HONE","HarborOne Bancorp, Inc.",18.4,"$600.26M",2016,"Finance","Major Banks","NASDAQ","770 OAK STREET,,BROCKTON MA 02301","770 OAK STREET,,BROCKTON MA 02301,508-895-1000","https://www.sec.gov//Archives/edgar/data/1668224/000155837018001773/hone-20171231x10k.htm"
"HOPE","Hope Bancorp, Inc.",14.39,"$1.87B",NA,"Finance","Major Banks","NASDAQ","3200 WILSHIRE BLVD,SUITE 1400,,LOS ANGELES CA 90010","3200 WILSHIRE BLVD,SUITE 1400,,LOS ANGELES CA 90010,2136391700","https://www.sec.gov//Archives/edgar/data/1128361/000112836118000006/hope-12x31x1710xk.htm"
"HPJ","Highpower International Inc",2.59,"$40.3M",NA,"Miscellaneous","Industrial Machinery/Components","NASDAQ","BUILDING A1, 68 XINXIA STREET,PINGHU, LONGGANG, SHENZHEN,,GUANGDONG F4 518111","BUILDING A1, 68 XINXIA STREET,PINGHU, LONGGANG, SHENZHEN,,GUANGDONG F4 518111,86 755 896 86238","https://www.sec.gov//Archives/edgar/data/1368308/000114420418019179/tv489457_10k.htm"
"HPT","Hospitality Properties Trust",26.54,"$4.36B",NA,"Consumer Services","Real Estate Investment Trusts","NASDAQ","C/O THE RMR GROUP,TWO NEWTON PL., 255 WASH. ST., STE. 300,,NEWTON MA 02458","C/O THE RMR GROUP,TWO NEWTON PL., 255 WASH. ST., STE. 300,,NEWTON MA 02458,(617) 964-8389","https://www.sec.gov//Archives/edgar/data/945394/000094539418000005/hpt_123117x10kdocument.htm"
"HQY","HealthEquity, Inc.",86.92,"$5.41B",2014,"Miscellaneous","Business Services","NASDAQ","15 WEST SCENIC POINTE DRIVE,SUITE 100,,DRAPER UT 84020","15 WEST SCENIC POINTE DRIVE,SUITE 100,,DRAPER UT 84020,801-727-1000","https://www.sec.gov//Archives/edgar/data/1428336/000142833618000009/hqy-2018x01x3110k.htm"
"HRZN","Horizon Technology Finance Corporation",11.46,"$132.12M",2010,NA,NA,"NASDAQ","312 FARMINGTON AVENUE,,FARMINGTON CT 06032","312 FARMINGTON AVENUE,,FARMINGTON CT 06032,860-676-8654","https://www.sec.gov//Archives/edgar/data/1487428/000114420418013096/tv487699_10k.htm"
"HSGX","Histogenics Corporation",0.7257,"$39.87M",2014,"Health Care","Industrial Specialties","NASDAQ","830 WINTER STREET,,WALTHAM MA 02451","830 WINTER STREET,,WALTHAM MA 02451,781-457-7900","https://www.sec.gov//Archives/edgar/data/1372299/000156459018005711/hsgx-10k_20171231.htm"
"HSII","Heidrick & Struggles International, Inc.",28.57,"$541.65M",1999,"Technology","Diversified Commercial Services","NASDAQ","","C/O HEIDRICK & STRUGGLES INC,233 S WACKER DR STE 4200,,CHICAGO IL 60606-6303,3124961200","https://www.sec.gov//Archives/edgar/data/1066605/000106660518000003/hsii-123117x10k.htm"
"HSKA","Heska Corporation",100.28,"$751.88M",1997,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","NASDAQ","3760 ROCKY MOUNTAIN AVENUE,,LOVELAND CO 80538","3760 ROCKY MOUNTAIN AVENUE,,LOVELAND CO 80538,9704937272","https://www.sec.gov//Archives/edgar/data/1038133/000103813318000007/heska-12312017x10k.htm"
"HSON","Hudson Global, Inc.",1.51,"$48.37M",NA,"Technology","Professional Services","NASDAQ","1325 AVENUE OF THE AMERICAS,,NEW YORK NY 10019","1325 AVENUE OF THE AMERICAS,,NEW YORK NY 10019,2123517300","https://www.sec.gov//Archives/edgar/data/1210708/000121070818000017/hson20171231-10k.htm"
"HSTM","HealthStream, Inc.",27.89,"$901.48M",2000,"Technology","Computer Software: Programming, Data Processing","NASDAQ","209 10TH AVE SOUTH STE 450,,NASHVILLE TN 37203","209 10TH AVE SOUTH STE 450,,NASHVILLE TN 37203,6153013100","https://www.sec.gov//Archives/edgar/data/1095565/000119312518058490/d488459d10k.htm"
"HTBI","HomeTrust Bancshares, Inc.",27.77,"$528.79M",2012,"Finance","Savings Institutions","NASDAQ","10 WOODFIN STREET,,ASHEVILLE NC 28801","10 WOODFIN STREET,,ASHEVILLE NC 28801,828-259-3939","https://www.sec.gov//Archives/edgar/data/1538263/000153826318000047/htbi-2018x06x30x10k.htm"
